28,7941176470589
1,00088235294138
1,49754901960778
1,75421568627454
1,83988235294123
2,25788235294114
2,61988235294101
2,84188235294114
3,27188235294118
3,70588235294107
4,0198823529412
4,3398823529414
4,58388235294106
4,92988235294128
5,35188235294145
5,8518823529413
6,30788235294113
6,81988235294121
7,3378823529413
8,06188235294115
8,48788235294115
9,07388235294119
9,41188235294117
10,1298823529413
10,7458823529412
11,7478823529412
12,7418823529412
13,3158823529414
13,7798823529412
13,3738823529412
12,4698823529411
11,2398823529412
9,13188235294142
7,0958823529412
4,93588235294134
3,04388235294113
1,11788235294122
-0,414117647058815
-1,26411764705881
-1,87411764705878
-2,26811764705882
-2,54611764705877
-2,41211764705882
-2,25611764705884
-1,97011764705879
-1,84011764705887
-1,55811764705882
-1,21411764705881
-1,0401176470588

