12,76439999366
0,308800000109512
16,4418000041142
16,413000005654
16,6008666718574
16,5487333388367
16,3256000039887
16,4348000040239
16,4880000039308
16,4012000032214
16,5224000055572
16,6476000051131
16,6528000014174
16,6640000031423
16,5992000026344
16,6364000019693
16,7496000026912
16,9408000029183
17,0880000036084
17,2912000024263
17,5004000014556
17,9156000024921
18,0328000018205
18,3100000020918
18,3392000028323
18,7484000027883
19,0556000019757
19,7488000023227
20,4340000025011
20,699200002566
20,8544000015863
20,1396000018868
18,9268000015909
17,3880000018227
14,9712000014464
12,6264000008785
10,1576000008932
7,95680000079455
5,7220000013417
3,88120000089231
2,72240000092167
1,80360000066099
1,10080000060971
0,514000000535229
0,339200000549532
0,186400000245185
0,163600000197671
-0,0151999998706069
-0,0419999999617991
-0,00679999998205162
-0,141599999987741

