26,216856980942
0,847388934764624
1,34405560143153
1,60072226809834
1,89475838150253
2,31275838150306
2,67475838150334
2,89675838150255
3,32675838150235
3,76075838150289
4,07475838150275
4,39475838150317
4,63875838150302
4,98475838150287
5,40675838150292
5,90675838150332
6,36275838150306
6,87475838150281
7,39275838150284
8,11675838150271
8,54275838150295
9,1287583815032
9,46675838150305
10,184758381503
10,800758381503
11,802758381503
12,7967583815029
13,3707583815031
13,8347583815027
13,4287583815029
12,5247583815031
11,2947583815028
9,18675838150315
7,15075838150297
4,99075838150276
3,0987583815029
1,17275838150271
-0,359241618496895
-1,20924161849684
-1,81924161849713
-2,21324161849705
-2,4912416184969
-2,35724161849705
-2,20124161849711
-1,91524161849703
-1,78524161849712
-1,50324161849718
-1,15924161849709
-0,985241618497047
-2,04294117647057
2,20506044267419
3,27921568627457
9,17058823529421
3,77260131798384

